Race/Ethnicity,Sex,Department,Age,Hourly Rate,Regular/Temporary,Employee Status
White,M,Police Department,23,28.99,R,A
White,M,Construction & Inspections,50,41.26,R,A
White,M,Information Technology,38,49.038,R,A
White,M,Parks & Recreation,20,16.92,T,A
White,M,Parks & Recreation,20,16.92,T,A
White,F,Seattle Public Library,30,30.49,R,A
White,F,Human Services Department,27,25.17,R,A
White,F,Human Services Department,47,52.5,R,A
White,M,Police Department,24,32.74,R,A
White,M,Police Department,35,44.75,R,A
White,F,Seattle Dept of Transportation,47,57.54,R,A
White,F,Seattle Public Utilities,48,53.28,R,A
White,F,Fire Department,52,64.41,R,A
White,M,Police Department,31,27.74,R,A
White,M,Seattle City Light,42,35.76,R,A
White,M,Parks & Recreation,18,16.92,T,A
White,M,Seattle Dept of Transportation,22,21.61,T,A
White,F,Police Department,22,28.99,R,A
White,F,Parks & Recreation,30,16.11,T,A
White,F,Finance & Admin Services,26,26.45,R,A
White,M,Construction & Inspections,64,48.04,R,A
White,M,Information Technology,38,42.92,R,A
White,F,Human Services Department,49,65,R,A
White,F,Seattle City Light,58,50.18,R,A
White,F,Office of Housing,46,46.35,R,A
White,M,Police Department,61,38.98,R,A
White,F,Construction & Inspections,38,25.17,R,A
White,F,Seattle City Light,42,37.59,R,A
White,F,Police Department,29,38.98,R,A
White,M,Seattle City Light,48,50.36,R,A
White,M,Seattle Public Utilities,42,44.51,R,A
White,M,Seattle Center,56,31.26,T,A
White,M,Police Department,52,64.64,R,A
White,F,Police Department,60,27.18,R,A
White,M,Police Department,43,67.87,R,A
White,M,Parks & Recreation,18,16.92,T,A
White,M,Fire Department,37,32.73,R,A
White,M,Police Department,47,59.75,R,A
White,M,Parks & Recreation,17,16.92,T,A
White,F,Office of Housing,33,36.13,R,A
White,F,Parks & Recreation,22,16.11,T,A
White,M,Seattle City Light,40,30.7,R,A
White,M,Seattle City Light,29,49.01,R,A
White,M,Police Department,44,16.14,R,A
White,M,Construction & Inspections,58,27.18,R,A
White,F,Seattle Center,61,25.17,R,A
White,F,Human Services Department,39,34.07,R,A
White,F,Parks & Recreation,42,17.59,R,A
White,F,Municipal Court,46,41.37,R,A
White,M,Police Department,35,54.89,R,A
White,M,Seattle City Light,47,54.9,R,A
White,M,Municipal Court,45,34.8,R,A
White,F,Seattle Public Utilities,27,44.57,T,A
White,F,Seattle City Light,60,48.09,R,A
White,F,Seattle Public Utilities,47,52.201,R,A
White,M,Law Department,48,35.43,R,A
White,M,Seattle Public Utilities,31,16.14,R,A
White,M,Seattle City Light,24,20.29,T,A
White,F,Fire Department,59,35.43,R,A
White,M,Construction & Inspections,39,38.89,R,A
White,F,Police Department,47,31.49,R,A
White,F,Parks & Recreation,69,18,T,A
White,M,Finance & Admin Services,55,87.932,R,A
White,M,Seattle Center,64,31.26,T,A
White,F,Seattle City Light,49,51.87,R,A
White,M,Parks & Recreation,20,22.19,T,A
White,M,Seattle Dept of Transportation,25,20.3,T,A
White,F,Law Department,52,45.03,R,A
White,F,City Auditor,62,59.2465,R,A
White,M,Seattle Dept of Transportation,42,63.972,R,A
White,M,Finance & Admin Services,62,37.72,R,A
White,M,Finance & Admin Services,31,29.59,R,A
White,M,Police Department,34,27.18,R,A
White,F,Seattle City Light,55,80.3657,R,A
White,M,Parks & Recreation,18,16.92,T,A
White,F,Seattle Dept of Transportation,36,53.72,R,A
White,F,Parks & Recreation,22,16.92,T,A
White,F,Parks & Recreation,44,24.28,R,A
White,M,Municipal Court,48,49.86,T,A
White,M,Seattle City Light,32,28.2,T,A
White,F,Police Department,27,31.49,R,A
White,F,Police Department,34,95.277,R,A
White,F,Police Department,34,32.74,R,A
White,M,Seattle City Light,59,52.8156,R,A
White,F,Police Department,33,25.17,R,A
White,M,Police Department,57,37.59,R,A
White,M,Seattle Public Utilities,53,48.09,R,A
White,M,Parks & Recreation,62,30.76,R,A
White,M,Finance & Admin Services,39,27.49,R,A
White,F,Police Department,58,42.53,R,A
White,M,Seattle Public Library,59,33.32,R,A
White,M,Seattle Public Library,62,23.01,R,A
White,M,Seattle Center,68,31.26,T,A
White,M,Seattle City Light,65,60.91,R,A
White,M,Police Department,61,62.81,R,A
White,M,Police Department,58,69.34,R,A
White,M,Parks & Recreation,43,23.58,R,A
White,F,Seattle City Light,55,48.09,R,A
White,M,Information Technology,51,56.666,R,A
White,M,Police Department,58,60,R,A
White,M,Police Department,33,52.85,R,A
White,M,Information Technology,47,56.175,R,A
White,M,Police Department,51,97.97,R,A
White,F,Seattle Public Utilities,56,65.298,R,A
White,M,Police Department,57,61.28,R,A
White,M,Seattle Public Utilities,37,33.66,R,A
White,M,Finance & Admin Services,31,35.89,R,A
White,M,Construction & Inspections,33,16.14,R,A
White,M,Parks & Recreation,54,52.23,R,A
White,F,Parks & Recreation,22,16.92,T,A
White,M,Parks & Recreation,16,16.92,T,A
White,F,Human Services Department,66,33.45,R,A
White,F,Seattle Dept of Human Resource,58,47.13,R,A
White,F,Ethics & Elections Commission,72,24.28,T,A
White,M,Parks & Recreation,26,18.26,R,A
White,M,Fire Department,45,42.53,R,A
White,F,Law Department,53,31,R,A
White,F,Finance & Admin Services,53,80.074,R,A
White,F,Parks & Recreation,53,53.1299,R,A
White,F,Employees' Retirement System,57,27.49,R,A
White,M,Finance & Admin Services,46,38.86,R,A
White,M,Fire Department,46,43.46,R,A
White,M,Police Department,41,55.91,R,A
White,M,Parks & Recreation,33,31.05,R,A
White,M,Police Department,34,56.68,R,A
White,M,Information Technology,59,54.546,R,A
White,F,Parks & Recreation,66,51.65,R,A
White,M,Police Department,61,67.57,R,A
White,M,Fire Department,63,59.17,R,A
White,F,Fire Department,79,29.89,R,A
White,M,Police Department,49,60.77,R,A
White,M,Finance & Admin Services,60,46.35,R,A
White,F,Parks & Recreation,57,18,T,A
White,F,Seattle Dept of Human Resource,61,42.92,R,A
White,M,Seattle Center,60,31.26,T,A
White,F,Seattle Public Utilities,57,59.608,R,A
White,M,Fire Department,51,44.38,R,A
White,F,Seattle Public Utilities,39,50.18,R,A
White,F,Parks & Recreation,42,25.17,T,A
White,F,Seattle Center,54,16.11,T,A
White,M,Police Department,48,55.91,R,A
White,M,Seattle Public Library,63,23.46,R,A
White,F,Information Technology,27,49.32,R,A
White,M,Police Department,54,59.24,R,A
White,M,Seattle City Light,72,53.07,R,A
White,M,Seattle City Light,33,43.81,R,A
White,F,Seattle Public Utilities,41,66.284,R,A
White,M,Police Department,32,52.09,R,A
White,F,Human Services Department,62,46.13,R,A
White,F,Police Department,27,46.43,R,A
White,F,Finance & Admin Services,47,40.48,R,A
White,F,Parks & Recreation,38,27.18,R,A
White,M,Fire Department,63,50.38,R,A
White,M,Finance & Admin Services,54,35.89,R,A
White,M,Seattle Center,56,31.26,T,A
White,M,Police Department,62,61.8,R,A
White,M,Seattle City Light,54,50.36,R,A
White,M,Seattle Public Library,52,39.95,R,A
White,F,Police Department,43,36.64,R,A
White,F,Police Department,48,56.17,R,A
White,M,Finance & Admin Services,41,57.47,R,A
White,M,Seattle Dept of Transportation,57,65.299,R,A
White,M,Police Department,57,59.24,R,A
White,M,Fire Department,43,41.61,R,A
White,M,Seattle Center,65,33.71,R,A
White,M,Seattle Center,70,31.26,T,A
White,F,Construction & Inspections,34,40.48,R,A
White,F,Seattle Dept of Transportation,51,46.13,R,A
White,F,Neighborhoods,54,40.48,R,A
White,M,Seattle City Light,64,45.53,R,A
White,F,Parks & Recreation,49,79,R,A
White,M,Police Department,51,58.46,R,A
White,M,Seattle Public Utilities,54,26.09,R,A
White,M,Seattle City Light,46,54.64,R,A
White,F,Seattle Dept of Transportation,33,58.53,R,A
White,M,Police Department,32,42.92,R,A
White,M,Seattle Center,46,31.26,T,A
White,M,Police Department,30,41.83,R,A
White,F,Seattle Public Library,38,30.2,R,A
White,F,Police Department,32,28.75,R,A
White,M,Construction & Inspections,47,48.04,R,A
White,M,Fire Department,51,43.46,R,A
White,F,Seattle Public Library,49,46.06,R,A
White,M,Police Department,29,42.85,R,A
White,M,Seattle Dept of Transportation,28,43.68,R,A
White,F,Employees' Retirement System,59,52.43,R,A
White,M,Police Department,49,56.69,R,A
White,M,Finance & Admin Services,45,34.5,R,A
White,F,Parks & Recreation,27,16.92,T,A
White,F,Police Department,45,57.2,R,A
White,F,Seattle Center,58,56.85,R,A
White,M,Seattle City Light,43,63.58,R,A
White,M,Seattle Dept of Transportation,68,47.18,R,A
White,F,Fire Department,50,49.58,R,A
White,M,Seattle City Light,44,29.56,R,A
White,F,Fire Department,38,52.69,R,A
White,M,Police Department,48,55.91,R,A
White,M,Police Department,49,107.6985,R,A
White,F,Seattle Public Utilities,40,48.09,R,A
White,M,Law Department,53,74.277,R,A
White,M,Construction & Inspections,50,47.97,R,A
White,F,City Auditor,59,57.8992,R,A
White,M,Police Department,39,55.91,R,A
White,F,Seattle Public Utilities,58,70.616,R,A
White,M,Seattle City Light,60,50.18,R,A
White,F,Finance & Admin Services,38,27.14,R,A
White,M,Seattle City Light,59,61.01,R,A
White,F,Neighborhoods,40,38.98,R,A
White,F,Parks & Recreation,25,22.08,T,A
White,F,Information Technology,57,61.361,R,A
White,M,Seattle City Light,33,51.87,R,A
White,F,Legislative Department,33,34,R,A
White,M,Legislative Department,49,58.908,R,A
White,M,Police Department,25,28.99,R,A
White,M,Seattle Center,33,36.45,R,A
White,F,Seattle Dept of Transportation,64,46.13,R,A
White,F,Seattle Center,61,16.11,T,A
White,M,Police Department,47,52.85,R,A
White,M,Seattle Dept of Human Resource,39,20.48,R,A
White,F,Parks & Recreation,57,22.16,R,A
White,M,Parks & Recreation,52,54.9,R,A
White,M,Police Department,54,59.23,R,A
White,M,Fire Department,23,34.58,R,A
White,M,Police Department,41,52.09,R,A
White,M,Information Technology,56,57,R,A
White,M,Parks & Recreation,26,22.08,T,A
White,M,Seattle Dept of Transportation,40,52.13,R,A
White,F,Seattle Public Library,40,39.95,R,A
White,M,Construction & Inspections,48,43.51,R,A
White,M,Fire Department,43,41.61,R,A
White,F,Hearing Examiner,60,62.27,R,A
White,M,Police Department,37,41.83,R,A
White,F,Fire Department,42,47.8,R,A
White,M,Fire Department,34,39.02,R,A
White,M,Police Department,38,52.85,R,A
White,M,Police Department,41,63.37,R,A
White,M,Seattle Center,64,19.09,R,A
White,M,Seattle Public Utilities,63,33.78,R,A
White,M,Human Services Department,41,29.29,R,A
White,F,Police Department,29,35.28,R,A
White,F,Seattle Dept of Transportation,28,16.14,R,A
White,M,Seattle Public Utilities,44,35.16,R,A
White,M,Information Technology,44,53.422,R,A
White,M,Seattle City Light,42,16.14,R,A
White,F,Seattle Dept of Transportation,50,49.937,R,A
White,M,Police Department,34,46.43,R,A
White,M,Police Department,33,41.83,R,A
White,M,Seattle Center,56,21.52,R,A
White,M,Police Department,44,57.44,R,A
White,M,Seattle City Light,41,50.36,R,A
White,F,Parks & Recreation,53,22.16,R,A
White,M,Seattle City Light,49,56.66,R,A
White,F,Seattle Public Library,23,27.69,R,A
White,M,Parks & Recreation,40,16,T,A
White,M,Fire Department,48,57.5,R,A
White,F,Seattle Public Utilities,61,35.43,R,A
White,F,Seattle City Light,23,34.28,R,A
White,F,Seattle City Light,37,38.28,T,A
White,F,Planning & Comm Development,56,49.52,R,A
White,F,Seattle City Light,64,29.89,R,A
White,F,Seattle Dept of Transportation,63,64.108,R,A
White,M,Parks & Recreation,41,16,T,A
White,M,Seattle Public Utilities,46,35.71,R,A
White,M,Fire Department,42,45.3,R,A
White,M,Police Department,40,55.15,R,A
White,F,Human Services Department,45,29.29,T,A
White,M,Seattle Public Utilities,52,46.54,R,A
White,F,Seattle Public Utilities,53,25.24,R,A
White,M,Fire Department,40,38.28,R,A
White,F,Mayor's Office,61,41.77,R,A
White,M,Municipal Court,61,39.27,R,A
White,M,Seattle Public Utilities,65,26.85,R,A
White,M,Police Department,50,57.2,R,A
White,M,Fire Department,29,36.43,R,A
White,M,Police Department,39,54.13,R,A
White,M,Seattle Dept of Transportation,48,64.638,R,A
White,F,Human Services Department,56,46.261,R,A
White,F,Seattle Public Library,42,39.95,R,A
White,M,Seattle City Light,52,34.96,R,A
White,F,Parks & Recreation,24,16.11,T,A
White,M,Seattle Public Library,34,22.33,R,A
White,F,Seattle City Light,31,50.63,R,A
White,M,Fire Department,38,30.88,R,A
White,M,Seattle Dept of Human Resource,29,34.76,R,A
White,M,Seattle Dept of Transportation,59,28.49,R,A
White,M,Seattle Public Utilities,37,33.66,R,A
White,M,Seattle Dept of Transportation,37,31.18,R,A
White,M,Police Department,36,30.71,R,A
White,F,Fire Department,29,38.28,R,A
White,M,Seattle City Light,37,29.56,T,A
White,F,Seattle Dept of Transportation,54,30.5,R,A
White,M,Fire Department,41,47.9,R,A
White,F,Police Department,37,38.06,R,A
White,F,Seattle Center,51,31.26,T,A
White,M,Police Department,42,64.35,R,A
White,M,Police Department,40,54.89,R,A
White,F,Seattle Public Utilities,50,55.425,R,A
White,F,Fire Department,57,49.37,R,A
White,M,Seattle City Light,59,26.64,T,A
White,M,Information Technology,44,57,R,A
White,F,Police Department,41,36.64,R,A
White,M,Seattle Public Utilities,32,35.16,R,A
White,F,Parks & Recreation,24,16.11,T,A
White,M,Seattle Public Library,44,23.01,R,A
White,M,Seattle City Light,22,28.94,R,A
White,M,Police Department,47,53.87,R,A
White,M,Construction & Inspections,49,32.08,R,A
White,F,Seattle Public Library,47,34.6,R,A
White,M,Seattle City Light,51,50.36,R,A
White,M,Seattle Dept of Transportation,36,58.53,R,A
White,M,Seattle City Light,40,47.51,R,A
White,M,Finance & Admin Services,34,27.18,R,A
White,F,Office of Housing,47,50.07,R,A
White,M,Finance & Admin Services,41,29.56,R,A
White,M,Finance & Admin Services,60,23.82,R,A
White,F,Fire Department,64,24.28,T,A
White,F,Police Department,47,43.73,R,A
White,M,Seattle City Light,44,39.15,R,A
White,M,Seattle Center,66,31.26,T,A
White,M,Finance & Admin Services,45,46.5,T,A
White,F,Seattle City Light,59,33.3,R,A
White,M,Information Technology,46,40.48,R,A
White,F,Human Services Department,45,47,R,A
White,M,Police Department,26,39.01,R,A
White,M,Law Department,41,74.277,R,A
White,F,Police Department,53,29.29,T,A
White,M,Seattle Public Utilities,27,29.55,T,A
White,M,Information Technology,51,55.077,R,A
White,F,Construction & Inspections,49,26.09,R,A
White,M,Seattle City Light,54,39.86,R,A
White,F,Law Department,50,36.13,R,A
White,M,Seattle City Light,84,43.14,R,A
White,M,Police Department,58,61.02,R,A
White,F,Seattle Public Utilities,27,23.93,R,A
White,M,Seattle City Light,51,31.08,T,A
White,F,Seattle Public Utilities,48,66.284,R,A
White,M,Police Department,38,61.42,R,A
White,F,Seattle Public Utilities,58,31,T,A
White,F,Police Department,28,52.85,R,A
White,M,Seattle City Light,49,50.7,R,A
White,M,Fire Department,55,75.65,R,A
White,F,Parks & Recreation,56,26.09,R,A
White,M,Parks & Recreation,50,28.91,R,A
White,F,Seattle Public Library,64,28.54,R,A
White,M,Police Department,57,101.39,R,A
White,F,Police Department,31,52.09,R,A
White,M,Construction & Inspections,61,45.45,R,A
White,M,Finance & Admin Services,53,35.89,R,A
White,M,Police Department,38,52.09,R,A
White,M,Seattle Public Utilities,35,27.42,T,A
White,M,Seattle Dept of Transportation,49,59.2,R,A
White,M,Seattle Public Utilities,42,51.884,R,A
White,F,Seattle Dept of Transportation,61,27.93,R,A
White,F,Seattle Public Utilities,56,49.77,R,A
White,F,Seattle Dept of Transportation,57,30.01,R,A
White,M,Information Technology,53,46.546,R,A
White,M,Information Technology,46,53.973,R,A
White,M,Police Department,38,54.89,R,A
White,M,Police Department,23,27.74,R,A
White,M,Seattle Public Utilities,43,40,T,A
White,M,Fire Department,36,32.73,R,A
White,F,Parks & Recreation,36,22.16,R,A
White,M,Fire Department,46,41.61,R,A
White,M,Information Technology,50,51.77,R,A
White,M,Parks & Recreation,38,22.19,T,A
White,F,Seattle Dept of Transportation,35,54.9,R,A
White,F,Human Services Department,40,32.81,R,A
White,F,Seattle City Light,53,34.62,R,A
White,M,Seattle Public Utilities,50,53,R,A
White,F,Police Department,58,40.48,R,A
White,M,Seattle City Light,40,64.61,R,A
White,F,Seattle Public Utilities,65,32.96,R,A
White,M,Seattle City Light,59,70.82,R,A
White,F,Seattle Dept of Transportation,30,50.18,R,A
White,M,Parks & Recreation,19,19.91,T,A
White,M,Seattle Public Utilities,32,30.74,R,A
White,F,Parks & Recreation,16,16.73,T,A
White,F,Police Department,38,39.01,R,A
White,M,Parks & Recreation,55,30.76,R,A
White,M,Finance & Admin Services,40,33.21,T,A
White,M,Seattle City Light,54,50.36,R,A
White,M,Police Department,45,59.75,R,A
White,F,Seattle City Light,59,36.79,R,A
White,M,Fire Department,41,39.02,R,A
White,F,Seattle Dept of Transportation,49,50.18,R,A
White,M,Seattle Dept of Transportation,47,33.33,R,A
White,M,Police Department,32,52.85,R,A
White,M,Police Department,25,27.74,R,A
White,F,Parks & Recreation,53,26.09,R,A
White,F,Parks & Recreation,66,40.21,R,A
White,M,Seattle City Light,47,56.66,R,A
White,F,Police Department,36,27.14,R,A
White,M,Seattle Center,65,31.26,T,A
White,M,Seattle Public Library,51,39.95,R,A
White,M,Seattle Public Utilities,65,32.35,R,A
White,M,Parks & Recreation,19,16.92,T,A
White,M,Seattle City Light,29,31.83,R,A
White,M,Information Technology,55,57,R,A
White,F,Police Department,43,52.85,R,A
White,M,Seattle City Light,45,46.13,R,A
White,M,Seattle City Light,59,26.09,T,A
White,F,Police Department,30,31.49,R,A
White,M,Fire Department,45,44.38,R,A
White,M,Police Department,51,57.96,R,A
White,F,Construction & Inspections,44,66.23,R,A
White,F,Seattle Public Library,31,23.01,R,A
White,M,Parks & Recreation,42,32.94,R,A
White,F,Seattle Dept of Transportation,55,50.18,R,L
White,M,Fire Department,46,52.69,R,A
White,M,Police Department,32,44.75,R,A
White,M,Fire Department,61,66.56,R,A
White,M,Seattle City Light,44,69.36,R,A
White,M,Police Department,51,58.46,R,A
White,M,Fire Department,31,34.58,R,A
White,F,Information Technology,43,60.623,R,A
White,M,Police Department,31,48.71,R,A
White,M,Seattle Public Utilities,63,58.53,R,A
White,M,Municipal Court,40,49.86,T,A
White,M,Seattle City Light,65,40.48,R,A
White,M,Fire Department,63,45.86,R,A
White,F,Seattle Dept of Transportation,62,50.18,R,A
White,F,Seattle City Light,35,48.09,R,A
White,F,Information Technology,49,49.32,R,A
White,F,Parks & Recreation,33,21.53,T,A
White,F,Police Department,61,68.16,R,A
White,M,Fire Department,52,45.12,R,A
White,M,Police Department,39,55.91,R,A
White,M,Police Department,51,58.22,R,A
White,M,Municipal Court,59,83.06,R,A
White,M,Police Department,54,36.64,R,A
White,F,Seattle Dept of Transportation,46,51.65,R,A
White,M,Police Department,41,40.48,R,A
White,M,Information Technology,55,66.79,R,A
White,M,Seattle Dept of Transportation,44,42.85,R,A
White,M,Parks & Recreation,67,34.9,R,A
White,F,Finance & Admin Services,64,44.45,R,A
White,F,Finance & Admin Services,44,29.59,R,A
White,M,Finance & Admin Services,58,35.89,R,A
White,M,Seattle Public Utilities,57,35.16,R,A
White,M,Seattle Dept of Transportation,40,56.4,R,A
White,F,Seattle Public Utilities,65,35.43,R,A
White,M,Parks & Recreation,55,25.17,R,A
White,F,Mayor's Office,32,86.825,R,A
